주문시간,주문ID,매장코드,상호지점명,태블릿 번호,주문키,주문 유형,장바구니,주문 장바구니 전체 금액,마지막 포스 응답 시간,에러메시지,ip,최종 포스 연동 여부,밴사,포스 응답 소요 시간
2026-05-02 03:28:15,ORDER-107045,STORE-459717,코덱스커뮤니티(최고점),TABLET-494852,KEY-595829,후결제,"[테라 (00237) (1개) (5000원)], [참이슬후레쉬 (00228) (1개) (5000원)], [김치만두 (A0036) (1개) (8000원)], [우동(중간맛) (A0018) (1개) (9000원)]",27000,2026-05-02 03:28:16,,IP-020538,성공,,1
2026-05-02 03:46:28,ORDER-312378,STORE-459717,코덱스커뮤니티(최고점),TABLET-331532,KEY-381057,후결제,"[김치만두 (A0036) (1개) (8000원)], [어묵우동(중간맛) (A0019) (1개) (10000원)]",18000,2026-05-02 03:46:28,,IP-020538,성공,,0
2026-05-02 04:05:40,ORDER-846830,STORE-459717,코덱스커뮤니티(최고점),TABLET-684884,KEY-504801,후결제,"[참이슬후레쉬 (00228) (1개) (5000원)], [별빛청하 (00395) (1개) (6000원)]",11000,2026-05-02 04:05:41,,IP-020538,성공,,1
2026-05-02 04:21:04,ORDER-846830,STORE-459717,코덱스커뮤니티(최고점),TABLET-684884,KEY-441881,후결제,[튀김만두 (A0037) (1개) (8500원)],8500,2026-05-02 04:21:04,,IP-020538,성공,,0
2026-05-02 04:27:04,ORDER-665082,STORE-459717,코덱스커뮤니티(최고점),TABLET-845735,KEY-259059,후결제,"[아이스크림 (00301) (1개) (1200원)], [참이슬후레쉬 (00228) (1개) (5000원)], [우동(중간맛) (A0018) (1개) (9000원)]",15200,2026-05-02 04:27:04,,IP-020538,성공,,0
2026-05-02 18:35:18,ORDER-656272,STORE-459717,코덱스커뮤니티(최고점),TABLET-684259,KEY-956548,후결제,"[참이슬후레쉬 (00228) (1개) (5000원)], [우동곱빼기(매운맛) (A0050) (1개) (10000원)], [우동곱빼기(순한맛) (A0040) (1개) (10000원)]",25000,2026-05-02 18:35:19,,IP-020538,성공,,1
2026-05-02 18:41:10,ORDER-823204,STORE-459717,코덱스커뮤니티(최고점),TABLET-996126,KEY-556786,후결제,"[테라 (00237) (1개) (5000원)], [진로이즈백 (00231) (1개) (5000원)], [탕수육 (A0030) (1개) (17000원)], [어묵우동(매운맛) (A0024) (1개) (10000원)]",37000,2026-05-02 18:41:11,,IP-020538,성공,,1
2026-05-02 18:56:33,ORDER-156321,STORE-459717,코덱스커뮤니티(최고점),TABLET-845735,KEY-048824,후결제,"[참이슬후레쉬 (00228) (1개) (5000원)], [어묵우동(매운맛) (A0024) (1개) (10000원)], [어묵우동(중간맛) (A0019) (1개) (10000원)]",25000,2026-05-02 00:56:33,,IP-020538,성공,,0
2026-05-02 19:00:04,ORDER-656272,STORE-459717,코덱스커뮤니티(최고점),TABLET-684259,KEY-188841,후결제,[깡풍강정 (A0062) (1개) (16000원)],16000,2026-05-02 19:00:04,,IP-020538,성공,,0
2026-05-02 19:00:29,ORDER-656272,STORE-459717,코덱스커뮤니티(최고점),TABLET-684259,KEY-412121,후결제,[참이슬후레쉬 (00228) (1개) (5000원)],5000,2026-05-02 19:00:29,,IP-020538,성공,,0
2026-05-02 19:01:10,ORDER-030928,STORE-459717,코덱스커뮤니티(최고점),TABLET-684884,KEY-368223,후결제,"[진로이즈백 (00231) (1개) (5000원)], [깡토마토 (A0034) (1개) (6500원)], [우동(매운맛) (A0023) (1개) (9000원)]",20500,2026-05-02 19:01:10,,IP-020538,성공,,0
2026-05-02 19:10:32,ORDER-823204,STORE-459717,코덱스커뮤니티(최고점),TABLET-996126,KEY-557973,후결제,[테라 (00237) (1개) (5000원)],5000,2026-05-02 01:10:32,,IP-020538,성공,,0
2026-05-02 19:12:19,ORDER-911969,STORE-459717,코덱스커뮤니티(최고점),TABLET-775565,KEY-359430,후결제,"[참이슬후레쉬 (00228) (1개) (5000원)], [우동(중간맛) (A0018) (1개) (9000원)], [깡탕세트 (A0031) (1개) (19000원)]",33000,2026-05-02 01:12:19,,IP-020538,성공,,0
2026-05-02 19:28:21,ORDER-460400,STORE-459717,코덱스커뮤니티(최고점),TABLET-516459,KEY-141233,후결제,"[칠성사이다 캔 355ml (00235) (1개) (2000원)], [진로이즈백 (00231) (1개) (5000원)], [어묵(중간맛)//(우동면X) (A0020) (1개) (10000원)]",17000,2026-05-02 01:28:21,,IP-020538,성공,,0
2026-05-02 19:34:54,ORDER-911969,STORE-459717,코덱스커뮤니티(최고점),TABLET-775565,KEY-116033,후결제,[참이슬후레쉬 (00228) (1개) (5000원)],5000,2026-05-02 01:34:54,,IP-020538,성공,,0
2026-05-02 19:35:58,ORDER-030928,STORE-459717,코덱스커뮤니티(최고점),TABLET-684884,KEY-220695,후결제,[깡새우 (A0033) (1개) (6500원)],6500,2026-05-02 01:35:58,,IP-020538,성공,,0
2026-05-02 19:54:26,ORDER-460400,STORE-459717,코덱스커뮤니티(최고점),TABLET-516459,KEY-199231,후결제,[진로이즈백 (00231) (1개) (5000원)],5000,2026-05-02 01:54:26,,IP-020538,성공,,0
2026-05-02 20:00:51,ORDER-425645,STORE-459717,코덱스커뮤니티(최고점),TABLET-105430,KEY-204962,후결제,"[펩시 캔 355ml (00234) (1개) (2000원)], [생맥주 500cc (00417) (1개) (4500원)], [참이슬후레쉬 (00228) (1개) (5000원)], [새로 (00256) (1개) (5000원)], [김치만두 (A0036) (1개) (8000원)], [고기만두 (A0035) (1개) (8000원)], [어묵우동(중간맛) (A0019) (1개) (10000원)], [우동(중간맛) (A0018) (1개) (9000원)]",51500,2026-05-02 20:00:51,,IP-020538,성공,,0
2026-05-02 20:13:11,ORDER-911969,STORE-459717,코덱스커뮤니티(최고점),TABLET-775565,KEY-188583,후결제,[참이슬후레쉬 (00228) (1개) (5000원)],5000,2026-05-02 20:13:12,,IP-020538,성공,,1
2026-05-02 20:14:16,ORDER-368510,STORE-459717,코덱스커뮤니티(최고점),TABLET-145919,KEY-893385,후결제,"[생맥주 500cc (00417) (1개) (4500원)], [참이슬후레쉬 (00228) (1개) (5000원)], [어묵우동(중간맛) (A0019) (1개) (10000원)], [깡면닭발 (A0063) (1개) (22900원)]",42400,2026-05-02 20:14:16,,IP-020538,성공,,0
2026-05-02 20:15:34,ORDER-368510,STORE-459717,코덱스커뮤니티(최고점),TABLET-145919,KEY-707682,후결제,[김치만두 (A0036) (1개) (8000원)],8000,2026-05-02 20:15:34,,IP-020538,성공,,0
2026-05-02 20:20:31,ORDER-195236,STORE-459717,코덱스커뮤니티(최고점),TABLET-845735,KEY-564467,후결제,"[진로이즈백 (00231) (1개) (5000원)], [우동(중간맛) (A0018) (1개) (9000원)], [우동(매운맛) (A0023) (1개) (9000원)], [깡탕세트 (A0031) (1개) (19000원)]",42000,2026-05-02 20:20:31,,IP-020538,성공,,0
2026-05-02 20:24:37,ORDER-193712,STORE-459717,코덱스커뮤니티(최고점),TABLET-996126,KEY-282285,후결제,"[깡강정 (A0032) (1개) (16000원)], [우동곱빼기(매운맛) (A0050) (1개) (10000원)]",26000,2026-05-02 20:24:38,,IP-020538,성공,,1
2026-05-02 20:33:15,ORDER-680968,STORE-459717,코덱스커뮤니티(최고점),TABLET-698701,KEY-581890,후결제,"[새로 (00256) (1개) (5000원)], [우동(중간맛) (A0018) (1개) (9000원)]",14000,2026-05-02 20:33:16,,IP-020538,성공,,1
2026-05-02 20:36:20,ORDER-773362,STORE-459717,코덱스커뮤니티(최고점),TABLET-109685,KEY-726985,후결제,"[진로이즈백 (00231) (1개) (5000원)], [우동(매운맛) (A0023) (1개) (9000원)]",14000,2026-05-02 20:36:20,,IP-020538,성공,,0
2026-05-02 20:46:14,ORDER-155389,STORE-459717,코덱스커뮤니티(최고점),TABLET-494852,KEY-750751,후결제,[물 (00396) (1개) (0원)],0,2026-05-02 20:46:14,,IP-020538,성공,,0
2026-05-02 20:56:49,ORDER-955831,STORE-459717,코덱스커뮤니티(최고점),TABLET-684884,KEY-002411,후결제,"[펩시 캔 355ml (00234) (1개) (2000원)], [칠성사이다 캔 355ml (00235) (1개) (2000원)], [환타파인(캔) (00239) (1개) (2000원)], [참이슬후레쉬 (00228) (2개) (5000원)], [깡탕세트 (A0031) (1개) (19000원)], [어묵탕(순한맛) (A0016) (1개) (22000원)]",57000,2026-05-02 20:56:49,,IP-020538,성공,,0
2026-05-02 20:58:18,ORDER-131294,STORE-459717,코덱스커뮤니티(최고점),TABLET-516459,KEY-061801,후결제,"[생맥주 500cc (00417) (2개) (4500원)], [참이슬후레쉬 (00228) (1개) (5000원)], [탕수육 (A0030) (1개) (17000원)], [어묵(중간맛)//(우동면X) (A0020) (1개) (10000원)]",41000,2026-05-02 20:58:18,,IP-020538,성공,,0
2026-05-02 21:03:54,ORDER-938707,STORE-459717,코덱스커뮤니티(최고점),TABLET-684259,KEY-421252,후결제,"[참이슬후레쉬 (00228) (1개) (5000원)], [우동(중간맛) (A0018) (1개) (9000원)]",14000,2026-05-02 21:03:54,,IP-020538,성공,,0
2026-05-02 21:22:47,ORDER-955831,STORE-459717,코덱스커뮤니티(최고점),TABLET-684884,KEY-723821,후결제,[참이슬후레쉬 (00228) (1개) (5000원)],5000,2026-05-02 21:22:48,,IP-020538,성공,,1
2026-05-02 21:23:29,ORDER-458999,STORE-459717,코덱스커뮤니티(최고점),TABLET-845735,KEY-160409,후결제,"[참이슬후레쉬 (00228) (1개) (5000원)], [깡새우 (A0033) (1개) (6500원)], [우동곱빼기(중간맛) (A0045) (2개) (10000원)]",31500,2026-05-02 21:23:29,,IP-020538,성공,,0
2026-05-02 21:23:31,ORDER-677145,STORE-459717,코덱스커뮤니티(최고점),TABLET-602663,KEY-722985,후결제,"[환타파인(캔) (00239) (1개) (2000원)], [생맥주 500cc (00417) (1개) (4500원)], [새로 (00256) (1개) (5000원)], [우동(중간맛) (A0018) (1개) (9000원)]",20500,2026-05-02 21:23:31,,IP-020538,성공,,0
2026-05-02 21:31:22,ORDER-982164,STORE-459717,코덱스커뮤니티(최고점),TABLET-145919,KEY-143836,후결제,"[테라 (00237) (1개) (5000원)], [깡토마토 (A0034) (1개) (6500원)], [우동(중간맛) (A0018) (1개) (9000원)]",20500,2026-05-02 21:31:22,,IP-020538,성공,,0
2026-05-02 21:40:53,ORDER-622310,STORE-459717,코덱스커뮤니티(최고점),TABLET-775565,KEY-989820,후결제,"[새로 (00256) (1개) (5000원)], [우동(매운맛) (A0023) (2개) (9000원)]",23000,2026-05-02 21:40:54,,IP-020538,성공,,1
2026-05-02 21:44:12,ORDER-938707,STORE-459717,코덱스커뮤니티(최고점),TABLET-684259,KEY-533919,후결제,[참이슬후레쉬 (00228) (1개) (5000원)],5000,2026-05-02 21:44:12,,IP-020538,성공,,0
2026-05-02 21:44:12,ORDER-687179,STORE-459717,코덱스커뮤니티(최고점),TABLET-698701,KEY-632753,후결제,"[생맥주 500cc (00417) (2개) (4500원)], [참이슬후레쉬 (00228) (1개) (5000원)], [탕수육 (A0030) (1개) (17000원)], [우동곱빼기(중간맛) (A0045) (1개) (10000원)]",41000,2026-05-02 21:44:13,,IP-020538,성공,,1
2026-05-02 21:47:16,ORDER-955831,STORE-459717,코덱스커뮤니티(최고점),TABLET-684884,KEY-622431,후결제,[참이슬후레쉬 (00228) (1개) (5000원)],5000,2026-05-02 21:47:17,,IP-020538,성공,,1
2026-05-02 21:48:15,ORDER-131294,STORE-459717,코덱스커뮤니티(최고점),TABLET-516459,KEY-752586,후결제,[참이슬후레쉬 (00228) (1개) (5000원)],5000,2026-05-02 21:48:15,,IP-020538,성공,,0
2026-05-02 21:53:04,ORDER-068467,STORE-459717,코덱스커뮤니티(최고점),TABLET-105430,KEY-099230,후결제,"[참이슬후레쉬 (00228) (1개) (5000원)], [깡새우 (A0033) (1개) (6500원)], [우동(매운맛) (A0023) (2개) (9000원)]",29500,2026-05-02 21:53:05,,IP-020538,성공,,1
2026-05-02 21:59:20,ORDER-677145,STORE-459717,코덱스커뮤니티(최고점),TABLET-602663,KEY-492131,후결제,[새로 (00256) (1개) (5000원)],5000,2026-05-02 21:59:21,,IP-020538,성공,,1
2026-05-02 22:07:26,ORDER-068467,STORE-459717,코덱스커뮤니티(최고점),TABLET-105430,KEY-715408,후결제,[참이슬후레쉬 (00228) (1개) (5000원)],5000,2026-05-02 22:07:26,,IP-020538,성공,,0
2026-05-02 22:08:05,ORDER-090666,STORE-459717,코덱스커뮤니티(최고점),TABLET-331532,KEY-336251,후결제,"[참이슬후레쉬 (00228) (1개) (5000원)], [파인샤베트 (A0039) (1개) (8500원)], [우동(매운맛) (A0023) (1개) (9000원)]",22500,2026-05-02 22:08:06,,IP-020538,성공,,1
2026-05-02 22:08:20,ORDER-975947,STORE-459717,코덱스커뮤니티(최고점),TABLET-996126,KEY-763833,후결제,[물티슈 (00406) (2개) (0원)],0,2026-05-02 22:08:20,,IP-020538,성공,,0
2026-05-02 22:08:24,ORDER-608284,STORE-459717,코덱스커뮤니티(최고점),TABLET-996126,KEY-447101,후결제,"[새로 (00256) (1개) (5000원)], [어묵우동(순한맛) (A0014) (1개) (10000원)]",15000,2026-05-02 22:08:24,,IP-020538,성공,,0
2026-05-02 22:11:52,ORDER-748649,STORE-459717,코덱스커뮤니티(최고점),TABLET-352483,KEY-264056,후결제,"[환타파인(캔) (00239) (1개) (2000원)], [처음처럼 (00230) (1개) (5000원)]",7000,2026-05-02 22:11:52,,IP-020538,성공,,0
2026-05-02 22:15:58,ORDER-490978,STORE-459717,코덱스커뮤니티(최고점),TABLET-775565,KEY-013608,후결제,"[참이슬후레쉬 (00228) (1개) (5000원)], [깡풍강정 (A0062) (1개) (16000원)], [어묵우동(중간맛) (A0019) (1개) (10000원)]",31000,2026-05-02 22:15:58,,IP-020538,성공,,0
2026-05-02 22:16:04,ORDER-944610,STORE-459717,코덱스커뮤니티(최고점),TABLET-494852,KEY-759655,후결제,"[새로 (00256) (1개) (5000원)], [어묵탕(중간맛) (A0021) (1개) (22000원)]",27000,2026-05-02 22:16:04,,IP-020538,성공,,0
2026-05-02 22:19:47,ORDER-982164,STORE-459717,코덱스커뮤니티(최고점),TABLET-145919,KEY-889355,후결제,[직원호출 (99999) (1개) (0원)],0,2026-05-02 22:19:47,,IP-020538,성공,,0
2026-05-02 22:20:56,ORDER-458999,STORE-459717,코덱스커뮤니티(최고점),TABLET-845735,KEY-798726,후결제,[참이슬후레쉬 (00228) (1개) (5000원)],5000,2026-05-02 22:20:56,,IP-020538,성공,,0
2026-05-02 22:22:18,ORDER-955831,STORE-459717,코덱스커뮤니티(최고점),TABLET-684884,KEY-866966,후결제,[참이슬후레쉬 (00228) (1개) (5000원)],5000,2026-05-02 22:22:18,,IP-020538,성공,,0
2026-05-02 22:25:42,ORDER-684598,STORE-459717,코덱스커뮤니티(최고점),TABLET-516459,KEY-829650,후결제,"[테라 (00237) (1개) (5000원)], [새로 (00256) (1개) (5000원)], [우동(중간맛) (A0018) (1개) (9000원)], [우동(매운맛) (A0023) (1개) (9000원)]",28000,2026-05-02 22:25:43,,IP-020538,성공,,1
2026-05-02 22:31:26,ORDER-090666,STORE-459717,코덱스커뮤니티(최고점),TABLET-331532,KEY-976570,후결제,[참이슬후레쉬 (00228) (1개) (5000원)],5000,2026-05-02 22:31:27,,IP-020538,성공,,1
2026-05-02 22:34:22,ORDER-165748,STORE-459717,코덱스커뮤니티(최고점),TABLET-602663,KEY-425969,후결제,[참이슬후레쉬 (00228) (1개) (5000원)],5000,2026-05-02 22:34:23,,IP-020538,성공,,1
2026-05-02 22:40:39,ORDER-490978,STORE-459717,코덱스커뮤니티(최고점),TABLET-775565,KEY-851580,후결제,[참이슬후레쉬 (00228) (1개) (5000원)],5000,2026-05-02 22:40:39,,IP-020538,성공,,0
2026-05-02 22:40:52,ORDER-490978,STORE-459717,코덱스커뮤니티(최고점),TABLET-775565,KEY-579281,후결제,[고기만두 (A0035) (1개) (8000원)],8000,2026-05-02 22:40:53,,IP-020538,성공,,1
2026-05-02 22:41:07,ORDER-684598,STORE-459717,코덱스커뮤니티(최고점),TABLET-516459,KEY-015547,후결제,[김치만두 (A0036) (1개) (8000원)],8000,2026-05-02 22:41:07,,IP-020538,성공,,0
2026-05-02 22:42:33,ORDER-773362,STORE-459717,코덱스커뮤니티(최고점),TABLET-109685,KEY-106912,후결제,[진로이즈백 (00231) (1개) (5000원)],5000,2026-05-02 22:42:34,,IP-020538,성공,,1
2026-05-02 22:45:56,ORDER-897914,STORE-459717,코덱스커뮤니티(최고점),TABLET-352483,KEY-151369,후결제,"[새로 (00256) (1개) (5000원)], [어묵우동(중간맛) (A0019) (1개) (10000원)], [김치만두 (A0036) (1개) (8000원)]",23000,2026-05-02 22:45:56,,IP-020538,성공,,0
2026-05-02 22:46:58,ORDER-955831,STORE-459717,코덱스커뮤니티(최고점),TABLET-684884,KEY-881282,후결제,[참이슬후레쉬 (00228) (1개) (5000원)],5000,2026-05-02 22:46:58,,IP-020538,성공,,0
2026-05-02 22:48:30,ORDER-165748,STORE-459717,코덱스커뮤니티(최고점),TABLET-602663,KEY-680297,후결제,"[환타파인(캔) (00239) (1개) (2000원)], [참이슬후레쉬 (00228) (1개) (5000원)]",7000,2026-05-02 22:48:30,,IP-020538,성공,,0
2026-05-02 22:52:00,ORDER-165748,STORE-459717,코덱스커뮤니티(최고점),TABLET-602663,KEY-797388,후결제,[김치만두 (A0036) (1개) (8000원)],8000,2026-05-02 22:52:01,,IP-020538,성공,,1
2026-05-02 22:59:23,ORDER-440218,STORE-459717,코덱스커뮤니티(최고점),TABLET-845735,KEY-404446,후결제,"[참이슬후레쉬 (00228) (1개) (5000원)], [튀김만두 (A0037) (1개) (8500원)], [우동곱빼기(중간맛) (A0045) (1개) (10000원)]",23500,2026-05-02 22:59:24,,IP-020538,성공,,1
2026-05-02 23:03:25,ORDER-490978,STORE-459717,코덱스커뮤니티(최고점),TABLET-775565,KEY-311986,후결제,[참이슬후레쉬 (00228) (1개) (5000원)],5000,2026-05-02 23:03:25,,IP-020538,성공,,0
2026-05-02 23:17:22,ORDER-440218,STORE-459717,코덱스커뮤니티(최고점),TABLET-845735,KEY-998928,후결제,[어묵우동곱빼기(중간맛) (A0046) (1개) (11000원)],11000,2026-05-02 23:17:22,,IP-020538,성공,,0
2026-05-02 23:19:09,ORDER-871852,STORE-459717,코덱스커뮤니티(최고점),TABLET-145919,KEY-099684,후결제,"[진로이즈백 (00231) (1개) (5000원)], [우동(중간맛) (A0018) (2개) (9000원)]",23000,2026-05-02 23:19:09,,IP-020538,성공,,0
2026-05-02 23:23:35,ORDER-478164,STORE-459717,코덱스커뮤니티(최고점),TABLET-105430,KEY-251030,후결제,"[참이슬후레쉬 (00228) (2개) (5000원)], [우동(중간맛) (A0018) (2개) (9000원)]",28000,2026-05-02 23:23:35,,IP-020538,성공,,0
2026-05-02 23:23:35,ORDER-174887,STORE-459717,코덱스커뮤니티(최고점),TABLET-996126,KEY-308665,후결제,"[환타파인(캔) (00239) (1개) (2000원)], [우동곱빼기(순한맛) (A0040) (1개) (10000원)]",12000,2026-05-02 23:23:36,,IP-020538,성공,,1
2026-05-02 23:24:10,ORDER-174887,STORE-459717,코덱스커뮤니티(최고점),TABLET-996126,KEY-323378,후결제,"[생맥주 500cc (00417) (1개) (4500원)], [우동(순한맛) (A0013) (1개) (9000원)]",13500,2026-05-02 23:24:10,,IP-020538,성공,,0
2026-05-02 23:24:31,ORDER-440218,STORE-459717,코덱스커뮤니티(최고점),TABLET-845735,KEY-774513,후결제,[참이슬후레쉬 (00228) (1개) (5000원)],5000,2026-05-02 23:24:31,,IP-020538,성공,,0
2026-05-02 23:34:40,ORDER-871852,STORE-459717,코덱스커뮤니티(최고점),TABLET-145919,KEY-922920,후결제,[다데기 (00411) (1개) (0원)],0,2026-05-02 23:34:40,,IP-020538,성공,,0
2026-05-02 23:35:50,ORDER-355218,STORE-459717,코덱스커뮤니티(최고점),TABLET-684259,KEY-337061,후결제,"[참이슬후레쉬 (00228) (1개) (5000원)], [고기만두 (A0035) (1개) (8000원)], [우동(중간맛) (A0018) (1개) (9000원)], [어묵우동(중간맛) (A0019) (1개) (10000원)]",32000,2026-05-02 23:35:50,,IP-020538,성공,,0
2026-05-02 23:41:03,ORDER-871852,STORE-459717,코덱스커뮤니티(최고점),TABLET-145919,KEY-738428,후결제,[진로이즈백 (00231) (1개) (5000원)],5000,2026-05-02 23:41:04,,IP-020538,성공,,1
2026-05-02 23:43:06,ORDER-114225,STORE-459717,코덱스커뮤니티(최고점),TABLET-494852,KEY-377117,후결제,"[참이슬후레쉬 (00228) (2개) (5000원)], [깡강정 (A0032) (1개) (16000원)], [탕수육 (A0030) (1개) (17000원)], [우동(중간맛) (A0018) (2개) (9000원)]",61000,2026-05-02 23:43:06,,IP-020538,성공,,0
2026-05-02 23:47:25,ORDER-174887,STORE-459717,코덱스커뮤니티(최고점),TABLET-996126,KEY-957004,후결제,"[단무지 (00409) (1개) (0원)], [김치 (00410) (1개) (0원)]",0,2026-05-02 23:47:25,,IP-020538,성공,,0
2026-05-02 23:49:25,ORDER-478164,STORE-459717,코덱스커뮤니티(최고점),TABLET-105430,KEY-223300,후결제,"[탕수육 (A0030) (1개) (17000원)], [고기만두 (A0035) (1개) (8000원)], [우동(매운맛) (A0023) (1개) (9000원)]",34000,2026-05-02 23:49:26,,IP-020538,성공,,1
2026-05-02 23:54:18,ORDER-478164,STORE-459717,코덱스커뮤니티(최고점),TABLET-105430,KEY-114386,후결제,[물 (00396) (1개) (0원)],0,2026-05-02 23:54:18,,IP-020538,성공,,0
2026-05-03 00:02:28,ORDER-897914,STORE-459717,코덱스커뮤니티(최고점),TABLET-352483,KEY-546781,후결제,[새로 (00256) (1개) (5000원)],5000,2026-05-03 00:02:28,,IP-020538,성공,,0
2026-05-03 00:03:50,ORDER-871852,STORE-459717,코덱스커뮤니티(최고점),TABLET-145919,KEY-638886,후결제,[진로이즈백 (00231) (1개) (5000원)],5000,2026-05-03 00:03:51,,IP-020538,성공,,1
2026-05-03 00:06:54,ORDER-232598,STORE-459717,코덱스커뮤니티(최고점),TABLET-684884,KEY-797505,후결제,"[환타파인(캔) (00239) (1개) (2000원)], [참이슬후레쉬 (00228) (1개) (5000원)], [우동곱빼기(중간맛) (A0045) (1개) (10000원)], [깡탕세트 (A0031) (1개) (19000원)]",36000,2026-05-03 00:06:54,,IP-020538,성공,,0
2026-05-03 00:19:21,ORDER-171273,STORE-459717,코덱스커뮤니티(최고점),TABLET-845735,KEY-601069,후결제,"[우동(중간맛) (A0018) (1개) (9000원)], [우동(매운맛) (A0023) (1개) (9000원)]",18000,2026-05-03 00:19:21,,IP-020538,성공,,0
2026-05-03 00:19:33,ORDER-171273,STORE-459717,코덱스커뮤니티(최고점),TABLET-845735,KEY-143268,후결제,[참이슬후레쉬 (00228) (1개) (5000원)],5000,2026-05-03 00:19:33,,IP-020538,성공,,0
2026-05-03 00:21:38,ORDER-871852,STORE-459717,코덱스커뮤니티(최고점),TABLET-145919,KEY-849835,후결제,[진로이즈백 (00231) (1개) (5000원)],5000,2026-05-03 00:21:39,,IP-020538,성공,,1
2026-05-03 00:25:26,ORDER-868683,STORE-459717,코덱스커뮤니티(최고점),TABLET-775565,KEY-407733,후결제,"[참이슬오리지널 (00229) (1개) (5000원)], [우동(중간맛) (A0018) (1개) (9000원)]",14000,2026-05-03 00:25:26,,IP-020538,성공,,0
2026-05-03 00:29:56,ORDER-478164,STORE-459717,코덱스커뮤니티(최고점),TABLET-105430,KEY-010898,후결제,[참이슬후레쉬 (00228) (1개) (5000원)],5000,2026-05-03 00:29:57,,IP-020538,성공,,1
2026-05-03 00:32:33,ORDER-232598,STORE-459717,코덱스커뮤니티(최고점),TABLET-684884,KEY-978798,후결제,[참이슬후레쉬 (00228) (1개) (5000원)],5000,2026-05-03 00:32:33,,IP-020538,성공,,0
2026-05-03 00:35:03,ORDER-478164,STORE-459717,코덱스커뮤니티(최고점),TABLET-105430,KEY-879040,후결제,[물 (00396) (1개) (0원)],0,2026-05-03 00:35:03,,IP-020538,성공,,0
2026-05-03 00:41:47,ORDER-171273,STORE-459717,코덱스커뮤니티(최고점),TABLET-845735,KEY-580529,후결제,[참이슬후레쉬 (00228) (1개) (5000원)],5000,2026-05-03 00:41:47,,IP-020538,성공,,0
2026-05-03 00:45:44,ORDER-478164,STORE-459717,코덱스커뮤니티(최고점),TABLET-105430,KEY-044441,후결제,[참이슬후레쉬 (00228) (1개) (5000원)],5000,2026-05-03 00:45:44,,IP-020538,성공,,0
2026-05-03 00:48:57,ORDER-277333,STORE-459717,코덱스커뮤니티(최고점),TABLET-698701,KEY-074484,후결제,"[참이슬후레쉬 (00228) (2개) (5000원)], [깡토마토 (A0034) (2개) (6500원)], [우동(매운맛) (A0023) (1개) (9000원)], [우동(중간맛) (A0018) (1개) (9000원)]",41000,2026-05-03 00:48:58,,IP-020538,성공,,1
2026-05-03 00:54:26,ORDER-871852,STORE-459717,코덱스커뮤니티(최고점),TABLET-145919,KEY-626482,후결제,[진로이즈백 (00231) (1개) (5000원)],5000,2026-05-03 00:54:26,,IP-020538,성공,,0
2026-05-03 00:55:43,ORDER-277333,STORE-459717,코덱스커뮤니티(최고점),TABLET-698701,KEY-920447,후결제,[튀김만두 (A0037) (1개) (8500원)],8500,2026-05-03 00:55:44,,IP-020538,성공,,1
2026-05-03 00:57:51,ORDER-868683,STORE-459717,코덱스커뮤니티(최고점),TABLET-775565,KEY-173087,후결제,[참이슬후레쉬 (00228) (1개) (5000원)],5000,2026-05-03 00:57:51,,IP-020538,성공,,0
2026-05-03 01:07:20,ORDER-232598,STORE-459717,코덱스커뮤니티(최고점),TABLET-684884,KEY-310006,후결제,[참이슬후레쉬 (00228) (1개) (5000원)],5000,2026-05-03 01:07:20,,IP-020538,성공,,0
2026-05-03 01:08:43,ORDER-277333,STORE-459717,코덱스커뮤니티(최고점),TABLET-698701,KEY-120056,후결제,[참이슬후레쉬 (00228) (2개) (5000원)],10000,2026-05-03 01:08:44,,IP-020538,성공,,1
2026-05-03 01:09:12,ORDER-871852,STORE-459717,코덱스커뮤니티(최고점),TABLET-145919,KEY-581921,후결제,[튀김마라만두 (A0038) (1개) (9000원)],9000,2026-05-03 01:09:12,,IP-020538,성공,,0
2026-05-03 01:12:13,ORDER-614520,STORE-459717,코덱스커뮤니티(최고점),TABLET-516459,KEY-051420,후결제,"[참이슬후레쉬 (00228) (1개) (5000원)], [우동(매운맛) (A0023) (1개) (9000원)], [탕수육 (A0030) (1개) (17000원)]",31000,2026-05-03 01:12:13,,IP-020538,성공,,0
2026-05-03 01:12:20,ORDER-171273,STORE-459717,코덱스커뮤니티(최고점),TABLET-845735,KEY-279521,후결제,[참이슬후레쉬 (00228) (1개) (5000원)],5000,2026-05-03 01:12:21,,IP-020538,성공,,1
2026-05-03 01:26:52,ORDER-614520,STORE-459717,코덱스커뮤니티(최고점),TABLET-516459,KEY-817831,후결제,"[참이슬후레쉬 (00228) (1개) (5000원)], [어묵우동(매운맛) (A0024) (1개) (10000원)]",15000,2026-05-03 01:26:52,,IP-020538,성공,,0
2026-05-03 01:31:32,ORDER-623215,STORE-459717,코덱스커뮤니티(최고점),TABLET-109685,KEY-424649,후결제,"[참이슬후레쉬 (00228) (1개) (5000원)], [맥반석 계란(3개) (00255) (2개) (2000원)]",9000,2026-05-03 01:31:32,,IP-020538,성공,,0
2026-05-03 02:25:56,ORDER-425844,STORE-459717,코덱스커뮤니티(최고점),TABLET-845735,KEY-882116,후결제,"[테라 (00237) (1개) (5000원)], [깡토마토 (A0034) (1개) (6500원)], [탕수육 (A0030) (1개) (17000원)]",28500,2026-05-03 02:25:57,,IP-020538,성공,,1
